recordtimeStr;meterCount;voltage;frequence;current;totalPowerFactor;powerfactor;totalActivePower;activepower;totalReactivePower;reactivepower
2019-08-16 00:58:00;222.92;170.2;45.67;4.42;0.86;0.86;0.63;0.63;0.0;0.0
2019-08-16 00:59:00;222.93;169.8;46.05;4.31;0.86;0.86;0.62;0.62;0.0;0.0
2019-08-16 01:03:00;222.97;166.5;45.62;4.31;0.86;0.86;0.65;0.65;0.0;0.0
2019-08-16 01:04:00;222.98;166.2;45.15;4.31;0.86;0.86;0.64;0.64;0.0;0.0
2019-08-16 01:08:00;223.02;169.3;45.89;4.13;0.86;0.86;0.61;0.61;0.0;0.0
2019-08-16 01:09:00;223.03;168.4;45.56;4.42;0.86;0.86;0.63;0.63;0.0;0.0
2019-08-16 01:10:00;223.04;170.5;46.21;4.19;0.86;0.86;0.62;0.62;0.0;0.0
2019-08-16 01:13:00;223.07;165.3;45.91;4.18;0.86;0.86;0.63;0.63;0.0;0.0
2019-08-16 01:18:00;223.13;169.1;46.58;4.34;0.86;0.86;0.63;0.63;0.0;0.0
2019-08-16 01:23:00;223.18;170.8;46.22;4.31;0.86;0.86;0.64;0.64;0.0;0.0
2019-08-16 01:28:00;223.23;173.5;46.65;4.08;0.87;0.87;0.6;0.6;0.0;0.0
2019-08-16 01:29:00;223.24;174.1;46.09;4.08;0.86;0.86;0.6;0.6;0.0;0.0
2019-08-16 01:33:00;223.28;172.6;46.38;4.15;0.87;0.87;0.62;0.62;0.0;0.0
2019-08-16 01:38:00;223.33;177.1;46.69;4.02;0.87;0.87;0.6;0.6;0.0;0.0
2019-08-16 01:39:00;223.34;175.0;46.45;4.07;0.87;0.87;0.61;0.61;0.0;0.0
2019-08-16 01:43:00;223.38;173.8;46.56;3.93;0.87;0.87;0.61;0.61;0.0;0.0
2019-08-16 01:44:00;223.39;170.6;46.28;3.97;0.87;0.87;0.62;0.62;0.0;0.0
2019-08-16 01:48:00;223.44;175.3;46.75;4.05;0.85;0.85;0.59;0.59;0.0;0.0
2019-08-16 01:49:00;223.45;176.7;46.91;4.12;0.87;0.87;0.64;0.64;0.0;0.0
2019-08-16 01:53:00;223.49;171.0;46.76;4.13;0.88;0.88;0.64;0.64;0.0;0.0
2019-08-16 01:54:00;223.50;179.0;46.95;4.03;0.88;0.88;0.63;0.63;0.0;0.0
2019-08-16 01:58:00;223.54;176.8;46.66;3.91;0.87;0.87;0.61;0.61;0.0;0.0
2019-08-16 02:03:00;223.59;173.9;47.0;3.94;0.87;0.87;0.61;0.61;0.0;0.0
2019-08-16 02:04:00;223.60;177.0;46.57;3.93;0.87;0.87;0.61;0.61;0.0;0.0
2019-08-16 02:05:00;223.61;179.6;47.21;3.96;0.88;0.88;0.62;0.62;0.0;0.0
2019-08-16 02:08:00;223.64;169.3;46.86;4.14;0.87;0.87;0.63;0.63;0.0;0.0
2019-08-16 02:09:00;223.65;179.1;46.68;4.11;0.88;0.88;0.63;0.63;0.0;0.0
2019-08-16 02:13:00;223.70;176.6;46.42;4.31;0.87;0.87;0.62;0.62;0.0;0.0
2019-08-16 02:14:00;223.71;176.4;46.6;3.9;0.87;0.87;0.61;0.61;0.0;0.0
2019-08-16 02:18:00;223.75;178.4;46.56;4.04;0.87;0.87;0.61;0.61;0.0;0.0
2019-08-16 02:19:00;223.76;163.9;46.56;4.53;0.87;0.87;0.69;0.69;0.0;0.0
2019-08-16 02:23:00;223.80;168.9;46.41;4.41;0.87;0.87;0.69;0.69;0.0;0.0
2019-08-16 02:28:00;223.86;170.9;46.21;4.72;0.87;0.87;0.68;0.68;0.0;0.0
2019-08-16 02:29:00;223.87;172.3;46.33;4.73;0.87;0.87;0.68;0.68;0.0;0.0
2019-08-16 02:33:00;223.92;168.0;45.97;4.58;0.87;0.87;0.68;0.68;0.0;0.0
2019-08-16 02:34:00;223.93;171.9;46.1;4.97;0.87;0.87;0.66;0.66;0.0;0.0
2019-08-16 02:35:00;223.94;171.2;46.21;4.5;0.87;0.87;0.69;0.69;0.0;0.0
2019-08-16 02:38:00;223.97;167.7;45.87;4.5;0.87;0.87;0.69;0.69;0.0;0.0
2019-08-16 02:39:00;223.99;167.9;46.29;4.5;0.87;0.87;0.69;0.69;0.0;0.0
2019-08-16 02:43:00;224.03;171.5;46.18;4.43;0.87;0.87;0.69;0.69;0.0;0.0
2019-08-16 02:44:00;224.04;169.7;46.09;4.55;0.87;0.87;0.67;0.67;0.0;0.0
2019-08-16 02:48:00;224.09;170.1;46.33;4.66;0.86;0.86;0.66;0.66;0.0;0.0
2019-08-16 02:49:00;224.10;170.7;46.16;4.7;0.87;0.87;0.67;0.67;0.0;0.0
2019-08-16 02:53:00;224.14;166.4;46.33;4.58;0.87;0.87;0.68;0.68;0.0;0.0
2019-08-16 02:54:00;224.15;169.7;46.56;4.54;0.87;0.87;0.67;0.67;0.0;0.0
2019-08-16 02:58:00;224.20;172.6;46.47;4.42;0.87;0.87;0.65;0.65;0.0;0.0
2019-08-16 02:59:00;224.21;173.5;46.44;4.61;0.88;0.88;0.67;0.67;0.0;0.0
2019-08-16 03:03:00;224.25;176.2;47.02;4.33;0.87;0.87;0.63;0.63;0.0;0.0
2019-08-16 03:04:00;224.26;173.7;46.61;4.34;0.87;0.87;0.64;0.64;0.0;0.0
2019-08-16 03:08:00;224.31;178.2;46.88;4.06;0.87;0.87;0.63;0.63;0.0;0.0
2019-08-16 03:09:00;224.32;175.3;46.33;4.15;0.87;0.87;0.6;0.6;0.0;0.0
2019-08-16 03:13:00;224.36;175.5;47.13;3.84;0.87;0.87;0.59;0.59;0.0;0.0
2019-08-16 03:14:00;224.37;174.6;46.35;4.12;0.87;0.87;0.64;0.64;0.0;0.0
2019-08-16 03:15:00;224.37;174.6;46.35;4.12;0.87;0.87;0.64;0.64;0.0;0.0
2019-08-16 03:18:00;224.41;173.5;46.67;4.05;0.85;0.85;0.63;0.63;0.0;0.0
2019-08-16 03:19:00;224.42;176.9;46.42;3.99;0.88;0.88;0.66;0.66;0.0;0.0
2019-08-16 03:23:00;224.47;175.9;46.81;4.13;0.86;0.86;0.63;0.63;0.0;0.0
2019-08-16 03:24:00;224.48;176.8;46.83;4.11;0.86;0.86;0.62;0.62;0.0;0.0
2019-08-16 03:28:00;224.52;178.4;46.83;3.96;0.88;0.88;0.62;0.62;0.0;0.0
2019-08-16 03:29:00;224.53;175.7;46.81;4.09;0.88;0.88;0.63;0.63;0.0;0.0
2019-08-16 03:30:00;224.53;175.7;46.81;4.09;0.88;0.88;0.63;0.63;0.0;0.0
2019-08-16 03:33:00;224.57;177.4;46.59;3.86;0.87;0.87;0.59;0.59;0.0;0.0
2019-08-16 03:34:00;224.58;185.7;46.79;3.86;0.87;0.87;0.52;0.52;0.0;0.0
2019-08-16 03:38:00;224.60;200.0;49.2;0.79;0.88;0.88;0.14;0.14;0.0;0.0
2019-08-17 21:08:00;224.68;177.8;46.56;4.81;0.89;0.89;0.74;0.74;0.0;0.0
2019-08-17 21:14:00;224.74;154.9;44.11;5.19;0.86;0.86;0.7;0.7;0.0;0.0
2019-08-17 21:15:00;224.75;158.9;45.54;5.37;0.87;0.87;0.72;0.72;0.0;0.0
2019-08-17 21:16:00;224.76;157.6;44.9;5.46;0.86;0.86;0.76;0.76;0.0;0.0
2019-08-18 02:32:00;228.43;226.3;46.04;0.0;1.0;1.0;0.71;0.71;0.0;0.0
2019-08-19 17:36:00;228.44;191.4;47.9;2.25;0.88;0.88;0.41;0.41;0.0;0.0
2019-08-19 17:38:00;228.46;178.6;46.7;4.23;0.82;0.82;0.6;0.6;0.0;0.0
2019-08-19 17:39:00;228.46;178.6;46.7;4.23;0.82;0.82;0.6;0.6;0.0;0.0
2019-08-19 17:43:00;228.52;168.5;46.4;5.36;0.8;0.8;0.71;0.71;0.0;0.0
2019-08-19 17:44:00;228.52;168.5;46.4;5.36;0.8;0.8;0.71;0.71;0.0;0.0
2019-08-19 17:45:00;228.53;165.6;45.71;5.2;0.79;0.79;0.67;0.67;0.0;0.0
2019-08-19 17:46:00;228.54;168.7;45.87;5.16;0.8;0.8;0.7;0.7;0.0;0.0
2019-08-19 18:05:00;228.78;159.4;46.36;5.86;0.79;0.79;0.73;0.73;0.0;0.0
2019-08-19 18:11:00;228.86;157.9;46.22;5.33;0.8;0.8;0.69;0.69;0.0;0.0
2019-08-19 18:39:00;229.17;160.9;46.03;5.31;0.79;0.79;0.66;0.66;0.0;0.0
2019-08-19 18:55:00;229.34;157.5;45.39;5.43;0.8;0.8;0.68;0.68;0.0;0.0
2019-08-19 18:56:00;229.35;162.7;45.94;5.17;0.8;0.8;0.67;0.67;0.0;0.0
2019-08-19 18:58:00;229.38;159.1;44.65;5.03;0.79;0.79;0.64;0.64;0.0;0.0
2019-08-19 19:06:00;229.47;155.6;45.29;5.12;0.79;0.79;0.64;0.64;0.0;0.0
2019-08-19 23:38:00;232.40;158.5;45.17;4.78;0.82;0.82;0.66;0.66;0.0;0.0
2019-08-20 00:01:00;232.64;148.4;44.77;5.07;0.82;0.82;0.62;0.62;0.0;0.0
2019-08-20 01:02:00;233.30;137.2;44.0;5.49;0.83;0.83;0.65;0.65;0.0;0.0
2019-08-20 01:03:00;233.31;223.6;51.75;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2019-08-20 01:13:00;233.31;165.0;46.25;4.76;0.85;0.85;0.65;0.65;0.0;0.0
2019-08-20 01:14:00;233.32;161.4;45.55;4.56;0.86;0.86;0.64;0.64;0.0;0.0
2019-08-20 02:53:00;234.52;160.1;45.32;4.98;0.85;0.85;0.67;0.67;0.0;0.0
2019-08-20 03:03:00;234.63;168.7;46.15;4.39;0.85;0.85;0.63;0.63;0.0;0.0
2019-08-20 03:04:00;234.64;170.8;46.16;4.55;0.84;0.84;0.65;0.65;0.0;0.0
2019-08-20 03:05:00;234.65;169.6;46.3;4.4;0.84;0.84;0.63;0.63;0.0;0.0
2019-08-20 03:08:00;234.69;171.0;46.2;4.38;0.84;0.84;0.6;0.6;0.0;0.0
2019-08-20 03:09:00;234.69;169.1;46.2;4.52;0.85;0.85;0.6;0.6;0.0;0.0
2019-08-20 03:10:00;234.70;170.6;45.74;4.06;0.86;0.86;0.62;0.62;0.0;0.0
2019-08-20 03:13:00;234.74;174.7;47.11;3.68;0.87;0.87;0.58;0.58;0.0;0.0
2019-08-20 03:14:00;234.74;180.2;47.11;3.73;0.87;0.87;0.58;0.58;0.0;0.0
2019-08-20 03:15:00;234.75;180.3;47.06;3.78;0.87;0.87;0.6;0.6;0.0;0.0
2019-08-20 03:16:00;234.76;181.4;46.82;3.82;0.87;0.87;0.58;0.58;0.0;0.0
2019-08-20 03:18:00;234.79;173.8;46.55;3.87;0.91;0.91;0.58;0.58;0.0;0.0
2019-08-20 03:19:00;234.79;175.4;46.55;3.85;0.87;0.87;0.58;0.58;0.0;0.0
2019-08-20 03:20:00;234.80;180.0;47.14;3.67;0.86;0.86;0.61;0.61;0.0;0.0
2019-08-20 03:21:00;234.81;178.6;47.09;3.71;0.87;0.87;0.58;0.58;0.0;0.0
2019-08-20 03:23:00;234.84;178.2;46.6;3.94;0.86;0.86;0.58;0.58;0.0;0.0
2019-08-20 03:24:00;234.84;178.7;47.15;3.93;0.85;0.85;0.58;0.58;0.0;0.0
2019-08-20 03:25:00;234.85;182.1;47.15;3.83;0.87;0.87;0.57;0.57;0.0;0.0
2019-08-20 03:26:00;234.86;183.6;47.27;3.96;0.87;0.87;0.59;0.59;0.0;0.0
2019-08-20 03:28:00;234.89;180.2;47.09;3.75;0.87;0.87;0.59;0.59;0.0;0.0
2019-08-20 03:29:00;234.89;180.1;47.09;3.67;0.87;0.87;0.6;0.6;0.0;0.0
2019-08-20 03:30:00;234.90;178.3;46.56;3.67;0.87;0.87;0.58;0.58;0.0;0.0
2019-08-20 03:33:00;234.94;178.8;47.41;3.63;0.87;0.87;0.57;0.57;0.0;0.0
2019-08-20 03:34:00;234.94;180.6;47.41;3.55;0.87;0.87;0.56;0.56;0.0;0.0
2019-08-20 03:35:00;234.95;180.8;46.78;3.62;0.87;0.87;0.57;0.57;0.0;0.0
2019-08-20 03:36:00;234.96;181.9;47.38;3.61;0.87;0.87;0.57;0.57;0.0;0.0
2019-08-20 03:38:00;234.99;177.3;47.18;3.69;0.87;0.87;0.57;0.57;0.0;0.0
2019-08-20 03:39:00;234.99;176.1;47.18;3.8;0.87;0.87;0.58;0.58;0.0;0.0
2019-08-20 03:40:00;234.99;181.3;47.08;3.76;0.87;0.87;0.58;0.58;0.0;0.0
2019-08-20 03:43:00;235.03;180.5;47.37;3.78;0.87;0.87;0.58;0.58;0.0;0.0
2019-08-20 03:44:00;235.03;180.1;47.37;3.71;0.87;0.87;0.58;0.58;0.0;0.0
2019-08-20 03:45:00;235.04;176.9;47.2;3.68;0.85;0.85;0.57;0.57;0.0;0.0
2019-08-20 03:48:00;235.08;178.3;47.27;3.7;0.87;0.87;0.58;0.58;0.0;0.0
2019-08-20 03:49:00;235.08;180.5;47.27;3.65;0.87;0.87;0.58;0.58;0.0;0.0
2019-08-20 03:50:00;235.09;181.6;47.62;3.04;0.84;0.84;0.45;0.45;0.0;0.0
2019-08-20 03:53:00;235.11;189.6;48.32;2.15;0.79;0.79;0.29;0.29;0.0;0.0
2019-08-20 03:54:00;235.11;189.3;48.32;1.92;0.79;0.79;0.29;0.29;0.0;0.0
2019-08-20 03:55:00;235.12;190.6;48.29;1.98;0.79;0.79;0.3;0.3;0.0;0.0
2019-08-20 03:58:00;235.14;190.9;48.55;1.92;0.79;0.79;0.28;0.28;0.0;0.0
2019-08-20 03:59:00;235.14;188.0;48.55;1.9;0.79;0.79;0.28;0.28;0.0;0.0
2019-08-20 04:00:00;235.14;186.0;48.17;1.93;0.79;0.79;0.29;0.29;0.0;0.0
2019-08-20 04:03:00;235.16;189.4;48.33;1.95;0.78;0.78;0.29;0.29;0.0;0.0
2019-08-20 04:04:00;235.16;189.6;48.33;1.96;0.79;0.79;0.29;0.29;0.0;0.0
2019-08-20 04:05:00;235.17;189.3;47.87;2.24;0.88;0.88;0.37;0.37;0.0;0.0
2019-08-20 04:08:00;235.19;193.6;48.75;1.32;0.94;0.94;0.21;0.21;0.0;0.0
2019-08-20 04:09:00;235.19;197.3;48.75;1.12;0.94;0.94;0.21;0.21;0.0;0.0
2019-08-20 04:10:00;235.19;199.1;48.98;1.12;0.94;0.94;0.21;0.21;0.0;0.0
2019-08-20 15:50:00;235.20;196.1;48.71;1.39;0.93;0.93;0.25;0.25;0.0;0.0
2019-08-20 15:51:00;235.20;191.7;48.45;2.9;0.92;0.92;0.41;0.41;0.0;0.0
2019-08-20 15:53:00;235.24;167.5;45.7;4.82;0.88;0.88;0.75;0.75;0.0;0.0
2019-08-20 15:54:00;235.24;167.5;45.7;4.82;0.88;0.88;0.75;0.75;0.0;0.0
2019-08-20 15:55:00;235.25;162.9;45.72;4.88;0.88;0.88;0.73;0.73;0.0;0.0
2019-08-20 15:58:00;235.30;151.9;45.29;4.77;0.89;0.89;0.72;0.72;0.0;0.0
2019-08-20 15:59:00;235.30;151.9;45.29;4.96;0.88;0.88;0.72;0.72;0.0;0.0
2019-08-20 16:36:00;235.73;160.1;45.27;4.89;0.88;0.88;0.71;0.71;0.0;0.0
2019-08-20 17:01:00;236.01;169.8;45.8;4.42;0.88;0.88;0.63;0.63;0.0;0.0
2019-08-20 17:03:00;236.04;170.2;46.19;4.09;0.9;0.9;0.62;0.62;0.0;0.0
2019-08-20 17:04:00;236.05;170.2;46.25;4.09;0.9;0.9;0.66;0.66;0.0;0.0
2019-08-20 17:05:00;236.05;171.8;46.25;4.12;0.88;0.88;0.66;0.66;0.0;0.0
2019-08-20 17:08:00;236.10;170.5;46.38;4.29;0.88;0.88;0.67;0.67;0.0;0.0
2019-08-20 17:09:00;236.10;170.5;46.38;4.29;0.88;0.88;0.67;0.67;0.0;0.0
2019-08-20 17:10:00;236.11;166.5;46.04;4.39;0.88;0.88;0.64;0.64;0.0;0.0
2019-08-20 17:13:00;236.15;169.8;45.79;4.48;0.88;0.88;0.65;0.65;0.0;0.0
2019-08-20 17:14:00;236.16;169.8;46.1;4.48;0.88;0.88;0.65;0.65;0.0;0.0
2019-08-20 17:15:00;236.16;168.8;46.1;4.28;0.88;0.88;0.65;0.65;0.0;0.0
2019-08-20 17:55:00;236.64;158.7;44.79;4.99;0.88;0.88;0.68;0.68;0.0;0.0
2019-08-20 17:56:00;236.65;154.9;45.07;4.99;0.88;0.88;0.69;0.69;0.0;0.0
2019-08-20 17:58:00;236.67;157.6;44.9;4.9;0.88;0.88;0.72;0.72;0.0;0.0
2019-08-21 23:37:00;236.77;188.4;47.97;3.34;0.88;0.88;0.51;0.51;0.0;0.0
2019-08-21 23:38:00;236.79;185.8;46.79;4.08;0.88;0.88;0.66;0.66;0.0;0.0
2019-08-21 23:39:00;236.79;185.8;46.79;4.08;0.88;0.88;0.66;0.66;0.0;0.0
2019-08-21 23:40:00;236.80;173.0;46.18;4.58;0.87;0.87;0.68;0.68;0.0;0.0
2019-08-21 23:43:00;236.85;163.9;46.32;4.93;0.88;0.88;0.64;0.64;0.0;0.0
2019-08-21 23:44:00;236.85;163.9;46.09;4.93;0.88;0.88;0.64;0.64;0.0;0.0
2019-08-21 23:45:00;236.86;177.8;46.09;4.91;0.88;0.88;0.71;0.71;0.0;0.0
2019-08-21 23:48:00;236.91;162.8;45.5;5.12;0.88;0.88;0.75;0.75;0.0;0.0
2019-08-21 23:49:00;236.91;162.8;45.5;5.12;0.88;0.88;0.75;0.75;0.0;0.0
2019-08-21 23:50:00;236.92;169.4;45.64;4.86;0.88;0.88;0.75;0.75;0.0;0.0
2019-08-21 23:53:00;236.97;166.0;45.7;4.87;0.88;0.88;0.7;0.7;0.0;0.0
2019-08-21 23:54:00;236.97;166.0;45.7;4.87;0.88;0.88;0.7;0.7;0.0;0.0
2019-08-21 23:55:00;236.98;170.5;46.08;4.91;0.88;0.88;0.72;0.72;0.0;0.0
2019-08-21 23:58:00;237.03;162.2;45.86;5.16;0.87;0.87;0.7;0.7;0.0;0.0
2019-08-21 23:59:00;237.03;162.2;45.86;5.16;0.87;0.87;0.7;0.7;0.0;0.0
2019-08-22 00:03:00;237.09;165.0;46.04;4.85;0.87;0.87;0.72;0.72;0.0;0.0
2019-08-22 00:04:00;237.09;165.0;46.04;4.85;0.87;0.87;0.72;0.72;0.0;0.0
2019-08-22 00:05:00;237.10;169.8;46.4;4.78;0.88;0.88;0.7;0.7;0.0;0.0
2019-08-22 00:08:00;237.15;164.7;45.68;4.89;0.89;0.89;0.74;0.74;0.0;0.0
2019-08-22 00:09:00;237.15;164.7;45.68;4.89;0.89;0.89;0.74;0.74;0.0;0.0
2019-08-22 00:10:00;237.16;162.9;45.88;5.21;0.89;0.89;0.74;0.74;0.0;0.0
2019-08-22 00:13:00;237.21;159.1;45.65;5.09;0.89;0.89;0.73;0.73;0.0;0.0
2019-08-22 00:14:00;237.21;159.1;45.65;5.09;0.89;0.89;0.73;0.73;0.0;0.0
2019-08-22 00:15:00;237.22;165.8;45.61;4.97;0.89;0.89;0.73;0.73;0.0;0.0
2019-08-22 00:18:00;237.27;162.0;44.89;4.89;0.89;0.89;0.74;0.74;0.0;0.0
2019-08-22 00:19:00;237.27;162.0;44.89;4.89;0.89;0.89;0.74;0.74;0.0;0.0
2019-08-22 00:20:00;237.28;162.8;45.62;4.93;0.88;0.88;0.73;0.73;0.0;0.0
2019-08-22 00:23:00;237.33;159.4;45.69;4.94;0.88;0.88;0.75;0.75;0.0;0.0
2019-08-22 00:24:00;237.33;159.4;45.69;4.94;0.88;0.88;0.75;0.75;0.0;0.0
2019-08-22 00:25:00;237.35;165.8;45.37;5.07;0.89;0.89;0.74;0.74;0.0;0.0
2019-08-22 00:28:00;237.39;163.7;45.66;5.15;0.89;0.89;0.72;0.72;0.0;0.0
2019-08-22 00:29:00;237.39;163.7;45.66;5.15;0.89;0.89;0.72;0.72;0.0;0.0
2019-08-22 00:30:00;237.41;165.2;45.51;5.0;0.89;0.89;0.76;0.76;0.0;0.0
2019-08-22 00:33:00;237.46;160.7;45.71;4.97;0.89;0.89;0.73;0.73;0.0;0.0
2019-08-22 00:34:00;237.46;160.7;45.71;4.97;0.89;0.89;0.73;0.73;0.0;0.0
2019-08-22 00:35:00;237.47;162.2;45.33;4.92;0.89;0.89;0.74;0.74;0.0;0.0
2019-08-22 00:38:00;237.52;166.5;45.83;4.9;0.88;0.88;0.72;0.72;0.0;0.0
2019-08-22 00:39:00;237.52;166.5;45.83;4.9;0.88;0.88;0.72;0.72;0.0;0.0
2019-08-22 00:40:00;237.53;164.8;46.07;4.91;0.88;0.88;0.69;0.69;0.0;0.0
2019-08-22 00:43:00;237.58;161.1;45.77;5.03;0.88;0.88;0.73;0.73;0.0;0.0
2019-08-22 00:44:00;237.58;161.1;45.77;5.03;0.88;0.88;0.73;0.73;0.0;0.0
2019-08-22 00:45:00;237.59;169.8;46.16;4.8;0.88;0.88;0.71;0.71;0.0;0.0
2019-08-22 00:48:00;237.64;158.7;45.03;5.1;0.88;0.88;0.69;0.69;0.0;0.0
2019-08-22 00:49:00;237.64;158.7;45.03;5.1;0.88;0.88;0.69;0.69;0.0;0.0
2019-08-22 00:50:00;237.65;160.5;45.1;4.95;0.88;0.88;0.73;0.73;0.0;0.0
2019-08-22 00:53:00;237.70;162.6;45.7;4.93;0.88;0.88;0.73;0.73;0.0;0.0
2019-08-22 00:54:00;237.70;162.6;45.7;4.93;0.88;0.88;0.73;0.73;0.0;0.0
2019-08-22 00:55:00;237.71;164.8;45.77;4.9;0.88;0.88;0.7;0.7;0.0;0.0
2019-08-22 00:58:00;237.76;170.5;45.93;4.66;0.88;0.88;0.71;0.71;0.0;0.0
2019-08-22 00:59:00;237.76;170.5;45.93;4.66;0.88;0.88;0.71;0.71;0.0;0.0
2019-08-22 01:00:00;237.77;166.3;46.23;4.64;0.88;0.88;0.7;0.7;0.0;0.0
2019-08-22 01:03:00;237.81;165.5;45.26;4.95;0.88;0.88;0.72;0.72;0.0;0.0
2019-08-22 01:04:00;237.81;165.5;45.26;4.95;0.88;0.88;0.72;0.72;0.0;0.0
2019-08-22 01:05:00;237.83;166.6;44.96;4.62;0.88;0.88;0.72;0.72;0.0;0.0
2019-08-22 01:08:00;237.87;165.1;45.45;4.99;0.88;0.88;0.71;0.71;0.0;0.0
2019-08-22 01:09:00;237.87;165.1;45.45;4.99;0.88;0.88;0.71;0.71;0.0;0.0
2019-08-22 01:10:00;237.89;162.9;45.9;5.3;0.89;0.89;0.75;0.75;0.0;0.0
2019-08-22 01:13:00;237.93;168.0;46.08;4.79;0.88;0.88;0.7;0.7;0.0;0.0
2019-08-22 01:14:00;237.93;168.0;46.08;4.79;0.88;0.88;0.7;0.7;0.0;0.0
2019-08-22 01:15:00;237.95;169.7;46.27;4.61;0.89;0.89;0.73;0.73;0.0;0.0
2019-08-22 01:18:00;237.99;170.4;46.36;4.56;0.88;0.88;0.69;0.69;0.0;0.0
2019-08-22 01:19:00;237.99;170.4;46.36;4.56;0.88;0.88;0.69;0.69;0.0;0.0
2019-08-22 01:20:00;238.00;168.5;46.23;4.84;0.88;0.88;0.7;0.7;0.0;0.0
2019-08-22 01:23:00;238.05;167.9;45.94;4.61;0.89;0.89;0.76;0.76;0.0;0.0
2019-08-22 01:24:00;238.05;167.9;45.94;4.61;0.89;0.89;0.76;0.76;0.0;0.0
2019-08-22 01:25:00;238.06;173.1;46.45;4.81;0.89;0.89;0.72;0.72;0.0;0.0
2019-08-22 01:28:00;238.11;169.9;46.42;4.64;0.89;0.89;0.71;0.71;0.0;0.0
2019-08-22 01:29:00;238.11;169.9;46.42;4.64;0.89;0.89;0.71;0.71;0.0;0.0
2019-08-22 01:30:00;238.12;173.5;46.35;4.58;0.9;0.9;0.73;0.73;0.0;0.0
2019-08-22 01:33:00;238.17;168.7;46.34;4.85;0.89;0.89;0.73;0.73;0.0;0.0
2019-08-22 01:34:00;238.17;168.7;46.34;4.85;0.89;0.89;0.73;0.73;0.0;0.0
2019-08-22 01:35:00;238.18;168.8;45.83;4.82;0.89;0.89;0.73;0.73;0.0;0.0
2019-08-22 01:38:00;238.23;164.7;46.13;5.45;0.89;0.89;0.76;0.76;0.0;0.0
2019-08-22 01:39:00;238.23;164.7;46.13;5.45;0.89;0.89;0.76;0.76;0.0;0.0
2019-08-22 01:40:00;238.24;164.7;46.24;5.02;0.89;0.89;0.75;0.75;0.0;0.0
2019-08-22 01:43:00;238.29;171.3;45.77;4.86;0.89;0.89;0.76;0.76;0.0;0.0
2019-08-22 01:44:00;238.29;171.3;45.77;4.86;0.89;0.89;0.76;0.76;0.0;0.0
2019-08-22 01:45:00;238.31;168.7;46.21;4.83;0.89;0.89;0.76;0.76;0.0;0.0
2019-08-22 01:48:00;238.35;172.0;46.55;4.72;0.89;0.89;0.71;0.71;0.0;0.0
2019-08-22 01:49:00;238.35;172.0;46.55;4.72;0.89;0.89;0.71;0.71;0.0;0.0
2019-08-22 01:50:00;238.37;168.9;46.14;4.65;0.89;0.89;0.71;0.71;0.0;0.0
2019-08-22 01:53:00;238.41;170.5;46.69;4.73;0.89;0.89;0.72;0.72;0.0;0.0
2019-08-22 01:54:00;238.41;170.5;46.69;4.73;0.89;0.89;0.72;0.72;0.0;0.0
2019-08-22 01:55:00;238.43;173.3;46.58;4.69;0.89;0.89;0.74;0.74;0.0;0.0
2019-08-22 01:58:00;238.47;169.4;46.0;4.89;0.89;0.89;0.72;0.72;0.0;0.0
2019-08-22 01:59:00;238.47;169.4;46.0;4.89;0.89;0.89;0.72;0.72;0.0;0.0
2019-08-22 02:00:00;238.49;170.9;46.56;4.66;0.88;0.88;0.7;0.7;0.0;0.0
2019-08-22 02:03:00;238.53;172.8;46.13;4.67;0.89;0.89;0.71;0.71;0.0;0.0
2019-08-22 02:04:00;238.53;172.8;46.13;4.67;0.89;0.89;0.71;0.71;0.0;0.0
2019-08-22 02:05:00;238.55;172.1;46.68;4.48;0.89;0.89;0.71;0.71;0.0;0.0
2019-08-22 02:08:00;238.60;166.2;45.95;4.85;0.88;0.88;0.71;0.71;0.0;0.0
2019-08-22 02:09:00;238.60;166.2;45.95;4.85;0.88;0.88;0.71;0.71;0.0;0.0
2019-08-22 02:10:00;238.61;171.0;46.29;4.63;0.88;0.88;0.72;0.72;0.0;0.0
2019-08-22 02:13:00;238.66;173.5;46.77;4.74;0.89;0.89;0.71;0.71;0.0;0.0
2019-08-22 02:14:00;238.66;173.5;46.77;4.74;0.89;0.89;0.71;0.71;0.0;0.0
2019-08-22 02:15:00;238.67;166.9;46.04;4.61;0.89;0.89;0.73;0.73;0.0;0.0
2019-08-22 02:18:00;238.68;228.0;52.79;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2019-08-22 02:19:00;238.68;228.0;52.79;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2019-08-22 02:20:00;238.68;231.8;53.57;0.0;1.0;1.0;0.0;0.0;0.0;0.0
2019-08-22 15:37:00;238.68;192.6;48.3;2.38;0.88;0.88;0.4;0.4;0.0;0.0
2019-08-22 15:38:00;238.70;191.8;48.25;3.01;0.89;0.89;0.55;0.55;0.0;0.0
2019-08-22 15:39:00;238.70;191.8;48.25;3.44;0.89;0.89;0.55;0.55;0.0;0.0
2019-08-22 15:40:00;238.71;191.1;47.92;3.45;0.89;0.89;0.57;0.57;0.0;0.0
2019-08-22 15:43:00;238.75;186.0;47.65;3.44;0.89;0.89;0.61;0.61;0.0;0.0
2019-08-22 15:44:00;238.75;186.0;47.65;3.44;0.89;0.89;0.61;0.61;0.0;0.0
